epoch,generated,true,D_loss,G_loss,distance
0,"[0.09021750837564468, 0.2261362224817276]","[0.2814303934574127, 0.4322925806045532]",1.3868,0.6985,11.281338381477093
0,"[1.5644607543945312, -1.1606192588806152]","[1.174669861793518, 1.006485939025879]",1.3868,0.6985,11.281338381477093
0,"[-1.9441920518875122, 2.34183669090271]","[-0.8263252377510071, 0.34007784724235535]",1.3868,0.6985,11.281338381477093
0,"[-1.6078171730041504, 1.5168445110321045]","[-0.45268598198890686, 0.08427131921052933]",1.3868,0.6985,11.281338381477093
0,"[0.867374062538147, -1.8980772495269775]","[0.38144439458847046, 0.37999746203422546]",1.3868,0.6985,11.281338381477093
0,"[0.07857094705104828, 1.995474934577942]","[-0.40500402450561523, -0.004230516497045755]",1.3868,0.6985,11.281338381477093
0,"[-3.427298069000244, 4.431583404541016]","[-1.9284744262695312, 1.117173671722412]",1.3868,0.6985,11.281338381477093
0,"[1.4787367582321167, -2.124159574508667]","[0.5512221455574036, -0.6820233464241028]",1.3868,0.6985,11.281338381477093
0,"[0.2518269717693329, -1.1232112646102905]","[0.3270666003227234, -1.1206647157669067]",1.3868,0.6985,11.281338381477093
0,"[-3.500702381134033, 4.2767181396484375]","[-1.2647005319595337, 0.7130693793296814]",1.3868,0.6985,11.281338381477093
0,"[1.3977710008621216, -1.852694034576416]","[0.6122472286224365, -1.0521044731140137]",1.3868,0.6985,11.281338381477093
0,"[0.32798272371292114, 0.0969218909740448]","[0.09173257648944855, -0.888701319694519]",1.3868,0.6985,11.281338381477093
0,"[1.080428957939148, -1.8154360055923462]","[0.7244324088096619, -0.7037497758865356]",1.3868,0.6985,11.281338381477093
0,"[-1.7642124891281128, 1.99476158618927]","[-0.6267192959785461, -0.6662739515304565]",1.3868,0.6985,11.281338381477093
0,"[3.025059223175049, -0.7568380236625671]","[2.9137022495269775, 1.4842766523361206]",1.3868,0.6985,11.281338381477093
0,"[0.702996551990509, -1.70615553855896]","[0.36791831254959106, 0.002968045650050044]",1.3868,0.6985,11.281338381477093
0,"[0.8029535412788391, -1.9436900615692139]","[-0.14392077922821045, 1.3801536560058594]",1.3868,0.6985,11.281338381477093
0,"[-1.3080720901489258, 0.4540909230709076]","[-0.9612884521484375, 1.5519025325775146]",1.3868,0.6985,11.281338381477093
0,"[2.2720847129821777, -1.7720811367034912]","[1.7149295806884766, 0.19049939513206482]",1.3868,0.6985,11.281338381477093
0,"[-2.6179921627044678, 2.621840476989746]","[-1.1116904020309448, 0.6126793622970581]",1.3868,0.6985,11.281338381477093
0,"[-1.0896730422973633, 0.6729868054389954]","[-0.3502298593521118, -0.1836586743593216]",1.3868,0.6985,11.281338381477093
0,"[-0.4004761874675751, 0.32648563385009766]","[-0.22861844301223755, -1.468117117881775]",1.3868,0.6985,11.281338381477093
0,"[0.17888104915618896, -0.9084216952323914]","[0.4312179982662201, -0.6858221888542175]",1.3868,0.6985,11.281338381477093
0,"[-1.99180006980896, 1.5897479057312012]","[-0.968316912651062, 0.2234017699956894]",1.3868,0.6985,11.281338381477093
0,"[-1.8737515211105347, 1.018998146057129]","[-1.0008790493011475, -0.03280801698565483]",1.3868,0.6985,11.281338381477093
0,"[0.42224985361099243, -0.684744119644165]","[0.07558558136224747, 0.437198281288147]",1.3868,0.6985,11.281338381477093
0,"[1.1932991743087769, -1.7997097969055176]","[0.652353048324585, -1.7136346101760864]",1.3868,0.6985,11.281338381477093
0,"[0.4087495803833008, -1.040785789489746]","[0.1335362046957016, -0.8696235418319702]",1.3868,0.6985,11.281338381477093
0,"[0.8266553282737732, -1.660701036453247]","[-0.3719252347946167, 0.4194180369377136]",1.3868,0.6985,11.281338381477093
0,"[2.183281660079956, -1.7536005973815918]","[1.679445743560791, -0.19147464632987976]",1.3868,0.6985,11.281338381477093
0,"[-2.458691358566284, 2.554988384246826]","[-1.357865571975708, 0.4831579625606537]",1.3868,0.6985,11.281338381477093
0,"[-1.6777055263519287, 1.9419565200805664]","[-1.0752315521240234, 1.0484564304351807]",1.3868,0.6985,11.281338381477093
1,"[1.6755177974700928, 0.16017977893352509]","[1.0003414154052734, 0.39654573798179626]",1.3949,0.669,6.003959273535009
1,"[0.4451659619808197, -0.6176010370254517]","[0.5503129959106445, -1.0924607515335083]",1.3949,0.669,6.003959273535009
1,"[1.0762476921081543, -0.7235033512115479]","[0.4325762689113617, -0.12841172516345978]",1.3949,0.669,6.003959273535009
1,"[-0.6480203866958618, 0.12980996072292328]","[-0.6014958024024963, 1.0034713745117188]",1.3949,0.669,6.003959273535009
1,"[0.054019682109355927, 0.33141234517097473]","[0.44833213090896606, 1.3497258424758911]",1.3949,0.669,6.003959273535009
1,"[-1.308545708656311, 0.8873854875564575]","[-0.6620467901229858, 1.7084367275238037]",1.3949,0.669,6.003959273535009
1,"[0.7969211935997009, 0.5564175248146057]","[0.9385775327682495, -0.3099997043609619]",1.3949,0.669,6.003959273535009
1,"[2.6890411376953125, 0.9432241320610046]","[2.0086374282836914, 0.3405326306819916]",1.3949,0.669,6.003959273535009
1,"[0.5299579501152039, 0.07293783128261566]","[0.017335740849375725, 1.2661844491958618]",1.3949,0.669,6.003959273535009
1,"[0.1394757628440857, -1.305952787399292]","[0.33217617869377136, -1.6511567831039429]",1.3949,0.669,6.003959273535009
1,"[0.707263171672821, -0.9645283222198486]","[0.5887038707733154, -1.687300682067871]",1.3949,0.669,6.003959273535009
1,"[-0.8796692490577698, 0.4662262797355652]","[-0.40778112411499023, 1.7072250843048096]",1.3949,0.669,6.003959273535009
1,"[-0.7013030648231506, -0.6498541831970215]","[-0.14127390086650848, 0.1809050291776657]",1.3949,0.669,6.003959273535009
1,"[0.9908417463302612, -0.7029767036437988]","[0.4498140215873718, 0.2748340666294098]",1.3949,0.669,6.003959273535009
1,"[-0.7463178038597107, -0.3712479770183563]","[-0.28907111287117004, -0.8886902928352356]",1.3949,0.669,6.003959273535009
1,"[-1.9951822757720947, 0.6493284702301025]","[-1.338903546333313, 1.5610904693603516]",1.3949,0.669,6.003959273535009
1,"[3.6844046115875244, -0.049807384610176086]","[2.385629415512085, 1.2946277856826782]",1.3949,0.669,6.003959273535009
1,"[-0.8266652822494507, -0.6141958832740784]","[-0.5488828420639038, -0.8723616003990173]",1.3949,0.669,6.003959273535009
1,"[-2.901869058609009, 0.6767867803573608]","[-1.834338903427124, 0.8426551818847656]",1.3949,0.669,6.003959273535009
1,"[2.0866940021514893, 0.3826499283313751]","[1.4160369634628296, 1.2300256490707397]",1.3949,0.669,6.003959273535009
1,"[3.081172466278076, -0.19019129872322083]","[1.2503982782363892, 0.27279725670814514]",1.3949,0.669,6.003959273535009
1,"[0.09798485040664673, 0.07784423232078552]","[0.2399124801158905, 0.6062147617340088]",1.3949,0.669,6.003959273535009
1,"[-1.7464276552200317, 0.187313511967659]","[-1.1137888431549072, -0.7759961485862732]",1.3949,0.669,6.003959273535009
1,"[2.5995888710021973, 0.23081202805042267]","[1.9427473545074463, 0.24396587908267975]",1.3949,0.669,6.003959273535009
1,"[0.5002651810646057, -0.6348223090171814]","[0.5747120976448059, 1.2667126655578613]",1.3949,0.669,6.003959273535009
1,"[-0.5347729325294495, -0.18066813051700592]","[0.002487116726115346, 0.6799356937408447]",1.3949,0.669,6.003959273535009
1,"[-0.6077322959899902, -0.7332826852798462]","[-0.16656005382537842, -0.5552971363067627]",1.3949,0.669,6.003959273535009
1,"[-1.5416340827941895, -0.08177772164344788]","[-1.161930799484253, -0.15714794397354126]",1.3949,0.669,6.003959273535009
1,"[1.2900094985961914, -0.05091020464897156]","[0.5166836977005005, 0.9614107608795166]",1.3949,0.669,6.003959273535009
1,"[-1.0674622058868408, 0.11592552065849304]","[-0.6166640520095825, -0.21210624277591705]",1.3949,0.669,6.003959273535009
1,"[-0.179100900888443, -0.714199960231781]","[-0.49036258459091187, 0.9557918310165405]",1.3949,0.669,6.003959273535009
1,"[-1.2322466373443604, 0.10651591420173645]","[-0.744796633720398, 0.3675587475299835]",1.3949,0.669,6.003959273535009
2,"[0.14460761845111847, -1.253918170928955]","[0.12703080475330353, -1.2943925857543945]",1.156,1.0883,3.976298449039145
2,"[0.5836518406867981, -0.8104684948921204]","[0.6760839819908142, -0.034214552491903305]",1.156,1.0883,3.976298449039145
2,"[-0.9295467734336853, 0.6481547951698303]","[-1.1846263408660889, 0.4819374084472656]",1.156,1.0883,3.976298449039145
2,"[0.34274280071258545, -0.7327515482902527]","[0.2512381374835968, -0.6282492876052856]",1.156,1.0883,3.976298449039145
2,"[-0.7069905996322632, 1.6044588088989258]","[-0.9808828234672546, 1.714353084564209]",1.156,1.0883,3.976298449039145
2,"[-0.26965224742889404, -1.765533208847046]","[-0.27911892533302307, -1.0313198566436768]",1.156,1.0883,3.976298449039145
2,"[-0.721094012260437, 1.777051329612732]","[-1.1481775045394897, 1.7090413570404053]",1.156,1.0883,3.976298449039145
2,"[-0.5443313121795654, 1.699584722518921]","[-0.7151594161987305, 1.4819585084915161]",1.156,1.0883,3.976298449039145
2,"[0.5416165590286255, 1.6796261072158813]","[0.4535823464393616, 1.2129849195480347]",1.156,1.0883,3.976298449039145
2,"[0.2856704592704773, -0.8224558234214783]","[0.32043707370758057, -0.44353944063186646]",1.156,1.0883,3.976298449039145
2,"[-1.0416983366012573, 0.4399905800819397]","[-1.2385667562484741, 0.6285439133644104]",1.156,1.0883,3.976298449039145
2,"[-1.752633810043335, 1.5575100183486938]","[-2.337472677230835, 1.6054974794387817]",1.156,1.0883,3.976298449039145
2,"[0.0473121777176857, -0.004826720803976059]","[-0.03806830197572708, 0.8446778059005737]",1.156,1.0883,3.976298449039145
2,"[0.09567766636610031, -0.9154919981956482]","[0.09700978547334671, -0.5276221632957458]",1.156,1.0883,3.976298449039145
2,"[-0.05275397747755051, -1.4241915941238403]","[-0.0812300369143486, 0.8180996179580688]",1.156,1.0883,3.976298449039145
